parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea,fullAddress,latitude,longitude,distanceFromWarehouseMeters
81-38-01-02-001,CALVERT ST,$100.00,NA,NA,NA,NA,NA,NA,NA,NA,"CALVERT ST, Zanesville OH",39.9326949,-81.994689,2837.5473651333023
81-39-01-01-000,706 WAYNE AVE,"$31,100.00",1,1930,3,1,0,924,YES,994,"706 WAYNE AVE, Zanesville OH",39.929057,-82.000095,2296.1950998770103
81-39-01-02-000,WAYNE AVE,$200.00,NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-40-01-01-000,638 WAYNE AVE,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"638 WAYNE AVE, Zanesville OH",39.9291849,-82.00106199999999,2217.4025997244175
81-40-01-07-000,WAYNE AVE,"$1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-40-01-08-000,WAYNE AVE,"$5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-46-01-17-000,363 WHITE OAK AVE,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"363 WHITE OAK AVE, Zanesville OH",39.9336224,-81.98617209999999,3565.9928050164986
81-46-02-06-000,329 JORDAN AVE,"$35,200.00",1.5,1932,3,1,0,1440,YES,720,"329 JORDAN AVE, Zanesville OH",39.934345,-81.987325,3492.417302672591
81-46-02-13-000,353 JORDAN AVE,"$63,400.00",2,1901,4,1,1,2038,YES,414,"353 JORDAN AVE, Zanesville OH",39.933687,-81.987377,3468.392472482874
81-46-03-04-000,411 WHITE OAK AVE,"$36,100.00",1,1900,2,1,0,696,YES,348,"411 WHITE OAK AVE, Zanesville OH",39.9329191,-81.9861493,3549.05553751756
81-46-03-05-000,411 WHITE OAK AVE,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"411 WHITE OAK AVE, Zanesville OH",39.9329191,-81.9861493,3549.05553751756
81-46-03-09-000,1520 WHEELER RD,"$101,100.00",1,1997,4,2,0,2089,NO,0,"1520 WHEELER RD, Zanesville OH",39.931837,-81.986593,3486.17927070209
81-46-03-11-000,1520 WHEELER RD,"$1,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"1520 WHEELER RD, Zanesville OH",39.931837,-81.986593,3486.17927070209
81-46-03-18-000,405 FREEBORN AVE,"$29,800.00",1,1870,2,1,0,744,YES,252,"405 FREEBORN AVE, Zanesville OH",39.933091,-81.987084,3476.007622589124
81-47-01-02-000,1470 WHEELER RD,"$28,300.00",1,1925,1,1,0,636,YES,636,"1470 WHEELER RD, Zanesville OH",39.93224499999999,-81.98791299999999,3385.500306333851
81-47-01-03-000,1460 WHEELER RD,"$29,700.00",1,1923,2,1,0,640,YES,640,"1460 WHEELER RD, Zanesville OH",39.932256,-81.98817600000001,3363.8691081694046
81-47-01-07-000,447 SCHWALLIE AVE,"$35,100.00",1,1901,2,1,0,768,YES,768,"447 SCHWALLIE AVE, Zanesville OH",39.931367,-81.9887339,3296.696958603837
81-47-01-11-000,WHEELER RD,"$2,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"WHEELER RD, Zanesville OH",39.9327115,-81.9891536,3294.372914969498
81-40-02-02-000,564 WAYNE AVE,"$53,300.00",2,1900,2,1,0,1840,YES,451,"564 WAYNE AVE, Zanesville OH",39.93030400000001,-82.00149390000001,2207.4605939423473
81-40-02-04-000,556 WAYNE AVE,"$41,900.00",2,1900,4,2,0,1704,YES,554,"556 WAYNE AVE, Zanesville OH",39.930494,-82.001498,2212.2536409368117
81-40-02-07-000,544 WAYNE AVE,"$44,400.00",2,1900,5,2,0,1268,YES,272,"544 WAYNE AVE, Zanesville OH",39.930766,-82.001504,2219.437431036435
81-40-02-08-000,532 WAYNE AVE,"$99,000.00",2,1874,5,2,0,3198,YES,1383,"532 WAYNE AVE, Zanesville OH",39.9310284,-82.0015075,2226.923993863794
81-40-02-12-000,506 WAYNE AVE,"$61,060.00",2,1901,3,1,0,2300,NO,0,"506 WAYNE AVE, Zanesville OH",39.9316036,-82.001603,2237.4243706267266
81-40-02-13-000,518 WAYNE AVE,"$52,600.00",2,1890,2,1,0,1596,YES,480,"518 WAYNE AVE, Zanesville OH",39.9313032,-82.0015908,2228.631706895067
81-40-03-05-000,WAYNE AVE,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-40-03-10-000,WAYNE AVE,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-42-01-06-000,1240 SELSAM ST,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"1240 SELSAM ST, Zanesville OH",39.931104,-81.993191,2918.194889604376
81-42-01-09-001,1228 SELSAM AVE,"$6,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1228 SELSAM AVE, Zanesville OH",39.9312022,-81.9936926,2878.7070269027977
81-42-01-13-000,1144 SELSAM AVE,"$30,200.00",1,1901,3,1,0,832,YES,832,"1144 SELSAM AVE, Zanesville OH",39.9312598,-81.9955373,2726.696199815436
81-43-01-01-000,510 SCHWALLIE AVE,"$47,500.00",2,1910,3,1,0,1296,YES,816,"510 SCHWALLIE AVE, Zanesville OH",39.930786,-81.988135,3335.0174858953656
81-43-01-03-000,535 SCHWALLIE AVE,"$71,700.00",1.5,1930,4,1,0,2016,YES,1008,"535 SCHWALLIE AVE, Zanesville OH",39.930686,-81.98878400000001,3278.52642808943
81-45-01-04-001,328 WHITE OAK AVE,"$86,900.00",1,2005,3,2,0,1144,NO,0,"328 WHITE OAK AVE, Zanesville OH",39.9345567,-81.9857138,3631.090272088959
81-45-01-12-000,420 WHITE OAK AVE,"$65,400.00",2,1890,2,1,0,1692,YES,354,"420 WHITE OAK AVE, Zanesville OH",39.9327688,-81.98559829999999,3591.0815880843356
81-45-01-13-000,424 WHITE OAK AVE,"$51,400.00",1,1951,2,1,0,852,YES,852,"424 WHITE OAK AVE, Zanesville OH",39.93266270000001,-81.9857581,3575.163822589749
81-45-01-17-000,450 WHITE OAK AVE,"$62,800.00",1,1951,2,1,0,1016,YES,1016,"450 WHITE OAK AVE, Zanesville OH",39.932361,-81.98547099999999,3591.8709303968635
81-45-01-20-000,WHITE OAK AVE,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"WHITE OAK AVE, Zanesville OH",39.9329666,-81.98598059999999,3564.286255717992
81-46-01-01-000,1530 SHARON AVE,"$57,200.00",1,1926,3,1,0,1412,YES,1412,"1530 SHARON AVE, Zanesville OH",39.934862,-81.986002,3617.0005106292983
81-46-01-03-000,1522 SHARON AVE,"$57,300.00",2,1930,3,1,0,1584,YES,1008,"1522 SHARON AVE, Zanesville OH",39.9349047,-81.986351,3589.8314404790262
81-46-01-15-000,358 JORDAN AVE,"$42,200.00",1,1950,2,1,0,768,YES,768,"358 JORDAN AVE, Zanesville OH",39.9337006,-81.98692919999999,3505.705159779527
81-46-01-21-000,335 WHITE OAK AVE,"$43,200.00",1,1953,2,1,0,768,YES,768,"335 WHITE OAK AVE, Zanesville OH",39.9341758,-81.9861031,3587.620275015371
81-46-01-23-000,327 WHITE OAK AVE,"$40,700.00",1,1930,1,1,0,562,YES,281,"327 WHITE OAK AVE, Zanesville OH",39.9343901,-81.98612229999999,3592.4753634271165
81-46-02-03-000,1472 SHARON AVE,"$60,700.00",2,1925,4,2,0,1752,YES,948,"1472 SHARON AVE, Zanesville OH",39.93480900000001,-81.987141,3522.2100211428206
81-46-02-07-000,335 JORDAN AVE,"$35,900.00",1,1934,2,1,0,884,YES,884,"335 JORDAN AVE, Zanesville OH",39.934237,-81.98733299999999,3488.4233694247105
81-46-02-09-000,337 JORDAN AVE,"$41,100.00",1,1930,2,1,0,768,YES,768,"337 JORDAN AVE, Zanesville OH",39.934126,-81.987342,3484.293217371795
81-46-02-10-000,343 JORDAN AVE,"$28,300.00",1,1925,2,1,0,624,YES,624,"343 JORDAN AVE, Zanesville OH",39.934016,-81.98735099999999,3480.232219216105
81-46-03-06-000,421 WHITE OAK AVE,"$36,200.00",1,1930,2,1,0,884,YES,540,"421 WHITE OAK AVE, Zanesville OH",39.9327058,-81.9862181,3537.9457211960594
81-46-03-07-000,429 WHITE OAK AVE,"$50,500.00",2,1885,3,1,0,1328,YES,224,"429 WHITE OAK AVE, Zanesville OH",39.93257639999999,-81.9862057,3535.779146276064
17-19-01-91-550,3758 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0,"3758 COLONY HILL DR, Zanesville OH",NA,NA,NA
17-19-03-04-702,MAPLE AVE,"$61,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAPLE AVE, Zanesville OH",39.9721683,-82.01104389999999,5353.679032079853
17-19-03-05-708,3825 GORSKY DR,"$33,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"3825 GORSKY DR, Zanesville OH",39.9917035,-82.03512529999999,7396.7356678921415
17-19-03-37-000,MAPLE AVE,"$15,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAPLE AVE, Zanesville OH",39.9721683,-82.01104389999999,5353.679032079853
17-19-03-46-000,1398 COLBURN DR,"$288,500.00",2,2008,4,3,1,3152,YES,1744,"1398 COLBURN DR, Zanesville OH",39.990053,-82.0421609,7298.8756872365675
17-19-03-50-000,1415 BART LN,"$244,800.00",1,2003,3,3,1,1952,YES,1952,"1415 BART LN, Zanesville OH",39.991394,-82.041669,7438.347637693416
17-19-03-52-000,1437 BART LN,"$236,400.00",1,2002,3,2,1,2464,YES,2448,"1437 BART LN, Zanesville OH",39.991871,-82.0431569,7513.475772179352
17-19-03-64-000,1362 COLBURN DR,"$36,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1362 COLBURN DR, Zanesville OH",39.9904129,-82.039883,7305.625355473186
17-19-03-65-000,1357 COLBURN DR,"$37,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1357 COLBURN DR, Zanesville OH",39.990701,-82.03951599999999,7332.5408114262655
17-19-03-67-000,1365 COLBURN DR,"$226,100.00",2,2003,4,2,1,2520,YES,1260,"1365 COLBURN DR, Zanesville OH",39.99087280000001,-82.040629,7366.275960187281
81-46-03-08-000,1503 WHEELER RD,"$38,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1503 WHEELER RD, Zanesville OH",39.9325649,-81.98660699999999,3502.0880593590987
81-46-03-11-001,1494 WHEELER RD,"$126,100.00",2,1860,4,1,0,2856,YES,1032,"1494 WHEELER RD, Zanesville OH",39.931862,-81.987453,3414.846198907664
81-46-03-13-000,FREEBORN AVE,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"FREEBORN AVE, Zanesville OH",39.93319899999999,-81.98679729999999,3502.6571291742407
81-46-03-21-000,BOWMAN ST,"$10,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"BOWMAN ST, Zanesville OH",39.9328103,-81.9868362,3489.2088248041496
81-46-03-22-000,1429 BOWMAN ST,"$36,310.00",1,1995,1,1,0,720,YES,720,"1429 BOWMAN ST, Zanesville OH",39.933457,-81.987292,3468.843113979591
81-46-03-23-000,369 FREEBORN AVE,"$21,800.00",1,1885,2,1,0,956,NO,0,"369 FREEBORN AVE, Zanesville OH",39.933373,-81.986992,3491.2927667453505
81-47-01-04-000,SCHWALLE AVE,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"SCHWALLE AVE, Zanesville OH",NA,NA,NA
81-47-01-06-000,450 SCHWALLIE AVE,"$31,400.00",1,1901,2,1,0,784,YES,784,"450 SCHWALLIE AVE, Zanesville OH",39.931328,-81.988096,3349.2866563287193
81-47-01-16-000,SCHWALLIE AVE,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"SCHWALLIE AVE, Zanesville OH",39.9314354,-81.9884392,3322.8563891463664
81-47-02-01-000,1362 WHEELER RD,"$57,100.00",1,1990,3,1,0,1200,NO,0,"1362 WHEELER RD, Zanesville OH",39.93375,-81.990855,3184.6597513958363
81-47-02-03-000,1372 WHEELER RD,"$34,600.00",1,1901,2,1,0,1116,YES,720,"1372 WHEELER RD, Zanesville OH",39.933592,-81.990714,3191.2389759133407
81-47-02-06-000,1380 WHEELER RD,"$38,900.00",1,1901,2,1,0,1120,YES,1120,"1380 WHEELER RD, Zanesville OH",39.93328,-81.990422,3205.7238198700984
81-47-03-03-000,1367 STONE ST,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"1367 STONE ST, Zanesville OH",39.933615,-81.991411,3134.885424943429
81-47-03-07-001,STONE ST,$100.00,NA,NA,NA,NA,NA,NA,NA,NA,"STONE ST, Zanesville OH",39.9336247,-81.9911398,3157.386278380973
81-47-03-11-000,1399 STONE ST,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"1399 STONE ST, Zanesville OH",39.932808,-81.990644,3173.7495967154878
81-47-03-14-000,CHARLES ST,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"CHARLES ST, Zanesville OH",39.9018757,-82.02623770000001,2638.8287070258043
81-47-04-12-000,ST CHARLES ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"ST CHARLES ST, Zanesville OH",NA,NA,NA
81-47-04-14-000,ST CHARLES ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"ST CHARLES ST, Zanesville OH",39.9333732,-81.99155019999999,3115.9015453288976
81-47-05-02-000,1444 ST JOHNS ST,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"1444 ST JOHNS ST, Zanesville OH",39.932998,-81.992074,3061.458948268516
81-47-05-07-000,1436 ST JOHNS ST,"$17,600.00",1,1930,1,1,0,726,YES,363,"1436 ST JOHNS ST, Zanesville OH",39.9325789,-81.991826,3069.685083825864
81-43-01-07-000,1319 SUNRISE AVE,"$41,500.00",1,1945,2,1,0,780,YES,780,"1319 SUNRISE AVE, Zanesville OH",39.930694,-81.990782,3110.8535869160737
81-43-02-02-000,529 HAESSLER AVE,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"529 HAESSLER AVE, Zanesville OH",39.930801,-81.991748,3032.080140690218
81-43-03-08-000,COSGRAVE AVE,"$1,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"COSGRAVE AVE, Zanesville OH",39.9294566,-81.990318,3127.8645114787937
81-43-03-11-000,1332 SUNRISE AVE,"$44,500.00",1,1930,3,1,0,1290,YES,314,"1332 SUNRISE AVE, Zanesville OH",39.930261,-81.990393,3135.142678514739
81-43-03-13-000,580 HAESSLER AVE,"$31,000.00",1,1932,2,1,0,792,YES,240,"580 HAESSLER AVE, Zanesville OH",39.929837,-81.9909349,3081.9343714335823
81-44-01-01-000,529 DOWNARD RD,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"529 DOWNARD RD, Zanesville OH",39.9309552,-81.9853454,3572.870519930509
81-44-01-03-000,523 DOWNARD RD,"$37,200.00",1,1920,2,1,0,810,NO,0,"523 DOWNARD RD, Zanesville OH",39.9310295,-81.985468,3563.9499543836932
81-44-01-10-000,561 DOWNARD RD,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"561 DOWNARD RD, Zanesville OH",39.9305824,-81.98501259999999,3594.2269410699
81-44-02-01-000,509 DOWNARD RD,"$49,540.00",2,1900,2,1,0,1291,YES,256,"509 DOWNARD RD, Zanesville OH",39.9310133,-81.98590999999999,3526.465824765801
81-44-02-04-000,1511 BENNETT AVE,"$42,600.00",1,2005,2,1,0,768,NO,0,"1511 BENNETT AVE, Zanesville OH",39.930546,-81.98756499999999,3378.4763212699854
81-44-03-05-000,1541 EASTVIEW AVE,"$25,800.00",1,1960,2,1,0,1120,NO,0,"1541 EASTVIEW AVE, Zanesville OH",39.930019,-81.98638199999999,3469.3117668351592
81-44-03-06-000,1531 EASTVIEW AVE,"$1,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"1531 EASTVIEW AVE, Zanesville OH",39.93003,-81.986667,3445.4080420561804
81-47-05-13-000,1416 ST JOHNS ST,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1416 ST JOHNS ST, Zanesville OH",39.932037,-81.991332,3095.9425092352185
81-47-05-15-000,1405 ST JOHNS ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"1405 ST JOHNS ST, Zanesville OH",39.931861,-81.99116099999999,3105.676285004124
81-47-05-19-000,473 HAESSLER AVE,"$40,000.00",1,1948,2,1,0,1029,NO,0,"473 HAESSLER AVE, Zanesville OH",39.931481,-81.99137800000001,3078.3338672809236
81-47-05-22-000,1287 DANVILLE ST,"$8,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1287 DANVILLE ST, Zanesville OH",39.9318897,-81.9918172,3051.8578632075555
81-47-05-25-000,1249 DANVILLE ST,"$40,400.00",1,1923,2,1,0,888,YES,888,"1249 DANVILLE ST, Zanesville OH",39.9319688,-81.9929447,2960.3786558289057
81-48-01-01-000,MARKET ST,"$19,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"MARKET ST, Zanesville OH",39.9417106,-82.00386879999999,2644.2725241578046
81-48-01-04-000,1238 DANVILLE ST,"$43,400.00",1,1901,3,1,0,1416,YES,450,"1238 DANVILLE ST, Zanesville OH",39.9315804,-81.9933035,2920.4713706957878
81-48-02-01-001,338 FISHER LN,"$77,500.00",1,2007,3,2,0,1620,NO,0,"338 FISHER LN, Zanesville OH",39.9337566,-81.996088,2759.754077706686
81-49-01-10-000,FISHER LN,$800.00,NA,NA,NA,NA,NA,NA,NA,NA,"FISHER LN, Zanesville OH",39.9324361,-81.99642209999999,2687.4812767425087
81-49-01-12-000,379 FISHERS LN,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"379 FISHERS LN, Zanesville OH",39.93281,-81.996618,2683.634128560136
81-50-98-01-000,401 WAYNE AVE,"$77,900.00",2,1916,4,1,1,1742,YES,992,"401 WAYNE AVE, Zanesville OH",39.934183,-82.0024972,2270.121137460907
81-50-98-04-000,409 WAYNE AVE,"$70,200.00",2,1901,4,2,0,1908,YES,1236,"409 WAYNE AVE, Zanesville OH",39.9339717,-82.0025355,2257.3238367784074
81-50-98-05-000,413 WAYNE AVE,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"413 WAYNE AVE, Zanesville OH",39.933896,-82.00246299999999,2259.4941745558467
81-50-98-06-000,417 WAYNE AVE,"$70,900.00",2,1910,5,2,0,2700,YES,675,"417 WAYNE AVE, Zanesville OH",39.9338166,-82.0024906,2253.735534344854
81-50-98-07-000,415 WAYNE AVE,$200.00,NA,NA,NA,NA,NA,NA,NA,NA,"415 WAYNE AVE, Zanesville OH",39.93375899999999,-82.002854,2222.8005376821775
81-50-98-08-000,419 WAYNE AVE,"$1,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"419 WAYNE AVE, Zanesville OH",39.9337329,-82.002426,2255.008600774955
81-50-98-10-000,427 WAYNE AVE,"$67,000.00",1.5,1865,3,2,1,1699,YES,672,"427 WAYNE AVE, Zanesville OH",39.9336511,-82.0022835,2262.5184300294522
81-50-98-13-000,WAYNE AVE,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
81-50-98-18-000,473 WAYNE AVE,"$51,900.00",2.5,1901,3,1,1,1800,YES,1080,"473 WAYNE AVE, Zanesville OH",39.932507,-82.0020633,2232.668903434848
81-50-99-04-000,426 WAYNE AVE,"$52,300.00",2,1926,3,1,0,1380,YES,832,"426 WAYNE AVE, Zanesville OH",39.9337004,-82.0019535,2290.5585898991144
81-50-99-07-000,442 WAYNE AVE,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"442 WAYNE AVE, Zanesville OH",39.93338000000001,-82.00112500000002,2342.25390652721
81-50-99-08-000,450 WAYNE AVE,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"450 WAYNE AVE, Zanesville OH",39.933204,-82.0010999,2337.0596698027357
81-50-99-12-000,474 WAYNE AVE,"$46,100.00",2,1901,3,1,0,1540,NO,0,"474 WAYNE AVE, Zanesville OH",39.932519,-82.00110099999999,2310.3789389913923
81-50-99-13-000,480 WAYNE AVE,"$46,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"480 WAYNE AVE, Zanesville OH",NA,NA,NA
81-44-03-07-000,1531 EASTVIEW AVE,"$39,100.00",1,1900,2,1,0,1144,YES,648,"1531 EASTVIEW AVE, Zanesville OH",39.93003,-81.986667,3445.4080420561804
81-44-04-09-000,1526 EASTVIEW AVE,"$47,200.00",1,1961,3,1,0,1152,NO,0,"1526 EASTVIEW AVE, Zanesville OH",39.9295479,-81.987097,3401.7125255612405
81-44-04-13-000,1504 EASTVIEW AVE,"$1,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"1504 EASTVIEW AVE, Zanesville OH",39.929572,-81.987702,3350.8644745551583
81-44-05-02-000,627 DOWNARD RD,"$4,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"627 DOWNARD RD, Zanesville OH",39.929461,-81.9847939,3595.571219559563
81-44-05-04-000,627 DOWNARD RD,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"627 DOWNARD RD, Zanesville OH",39.929461,-81.9847939,3595.571219559563
81-44-05-05-000,611 DOWNARD RD,"$1,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"611 DOWNARD RD, Zanesville OH",39.929892,-81.98491399999999,3591.4808085762156
81-44-05-07-000,603 DOWNARD RD,"$52,400.00",2,1880,3,1,0,1800,YES,450,"603 DOWNARD RD, Zanesville OH",39.93002,-81.9848153,3601.7557677980617
81-44-05-08-000,1612 BENNETT AVE,"$6,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"1612 BENNETT AVE, Zanesville OH",39.929990599999996,-81.9855,3543.4137850190746
81-44-05-12-000,BENNETT AVE,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"BENNETT AVE, Zanesville OH",39.9302449,-81.9866689,3448.763953328998
81-44-05-17-000,BENNETT AVE,$200.00,NA,NA,NA,NA,NA,NA,NA,NA,"BENNETT AVE, Zanesville OH",39.9302449,-81.9866689,3448.763953328998
81-45-01-01-000,1636 SHARON AVE,"$37,900.00",1,1885,2,1,0,882,YES,882,"1636 SHARON AVE, Zanesville OH",39.9349739,-81.9847987,3719.032981603194
81-47-01-09-000,435 SCHWALLIE AVE,"$51,500.00",1,1920,2,1,0,1012,YES,1012,"435 SCHWALLIE AVE, Zanesville OH",39.931761,-81.98871299999999,3307.284901740464
81-47-01-13-000,401 BONIFIELD CT,"$6,653,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"401 BONIFIELD CT, Zanesville OH",39.931967,-81.98982199999999,3219.7302377815568
81-47-02-04-000,WHEELER RD,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"WHEELER RD, Zanesville OH",39.9327115,-81.9891536,3294.372914969498
81-47-02-07-000,1386 WHEELER RD,"$49,510.00",1,1900,2,1,0,1242,YES,589,"1386 WHEELER RD, Zanesville OH",39.933139,-81.9903269,3209.3985132801217
81-47-03-13-000,1399 STONE ST,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"1399 STONE ST, Zanesville OH",39.932808,-81.990644,3173.7495967154878
81-47-04-04-000,1403 ST CHARLES ST,"$11,800.00",1,1920,2,1,0,1188,YES,362,"1403 ST CHARLES ST, Zanesville OH",39.9334014,-81.991794,3096.799092205835
81-47-04-09-000,ST CHARLES ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"ST CHARLES ST, Zanesville OH",39.9333732,-81.99155019999999,3115.9015453288976
81-47-05-03-000,1444 ST JOHNS ST,"$11,700.00",1,1901,2,1,0,877,NO,0,"1444 ST JOHNS ST, Zanesville OH",39.932998,-81.992074,3061.458948268516
81-47-05-04-000,1440 ST JOHNS ST,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"1440 ST JOHNS ST, Zanesville OH",39.932679,-81.9918859,3067.5895520051504
81-47-05-08-000,1432 ST JOHNS ST,$400.00,NA,NA,NA,NA,NA,NA,NA,NA,"1432 ST JOHNS ST, Zanesville OH",39.93241,-81.991697,3075.6387270821065
81-47-05-10-000,1426 ST JOHN ST,"$31,100.00",1,1935,2,1,0,918,YES,918,"1426 ST JOHN ST, Zanesville OH",39.93236599999999,-81.991654,3077.9905541813077
81-47-05-11-000,1426 ST JOHNS ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"1426 ST JOHNS ST, Zanesville OH",39.93236599999999,-81.991654,3077.9905541813077
81-47-05-12-000,1416 ST JOHNS ST,"$31,200.00",1,1901,2,1,0,1134,YES,459,"1416 ST JOHNS ST, Zanesville OH",39.932037,-81.991332,3095.9425092352185
81-47-05-14-000,1416 ST JOHN ST,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"1416 ST JOHN ST, Zanesville OH",39.932037,-81.991332,3095.9425092352185
81-47-05-21-000,1248 DANVILLE ST,"$75,400.00",1,1980,3,1,0,1112,YES,864,"1248 DANVILLE ST, Zanesville OH",39.9316101,-81.9930069,2945.8760332695542
81-47-05-22-001,1287 DANVILLE ST,"$24,900.00",1,1901,2,1,0,750,NO,0,"1287 DANVILLE ST, Zanesville OH",39.9318897,-81.9918172,3051.8578632075555
81-47-05-23-000,1273 DANVILLE ST,"$46,700.00",1,1939,2,1,1,864,YES,432,"1273 DANVILLE ST, Zanesville OH",39.931938100000004,-81.9923038,3012.7105149918802
81-47-05-24-000,1249 DANVILLE ST,"$34,200.00",1,1901,2,1,0,891,NO,0,"1249 DANVILLE ST, Zanesville OH",39.9319688,-81.9929447,2960.3786558289057
81-48-02-03-000,404 FISHER LN,"$1,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"404 FISHER LN, Zanesville OH",39.9324219,-81.996235,2702.3531954304067
81-48-02-04-000,432 FISHERS LN,"$2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"432 FISHERS LN, Zanesville OH",39.931907,-81.996166,2692.4529391970577
81-48-02-05-000,438 FISHER LN,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"438 FISHER LN, Zanesville OH",39.9316,-81.996186,2682.066864174696
81-49-01-06-000,FISHERS LN,$600.00,NA,NA,NA,NA,NA,NA,NA,NA,"FISHERS LN, Zanesville OH",39.9324361,-81.99642209999999,2687.4812767425087
81-49-01-07-000,FISHERS LN,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"FISHERS LN, Zanesville OH",39.9324361,-81.99642209999999,2687.4812767425087
81-49-01-08-000,FISHER LN,$300.00,NA,NA,NA,NA,NA,NA,NA,NA,"FISHER LN, Zanesville OH",39.9324361,-81.99642209999999,2687.4812767425087
81-49-01-13-000,373 FISHERS LN,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"373 FISHERS LN, Zanesville OH",39.932948,-81.996605,2689.3362717971404
81-49-01-16-000,349 FISHERS LN,"$26,800.00",1,1901,2,1,0,1008,YES,462,"349 FISHERS LN, Zanesville OH",39.9336492,-81.9964909,2723.3443150315447
81-50-98-14-000,439 WAYNE AVE,"$8,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"439 WAYNE AVE, Zanesville OH",39.9332934,-82.0022675,2248.2683131909243
81-50-98-16-000,WAYNE AVE,"$5,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",39.9268076,-82.00173389999999,2127.8466170132715
